Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Paraguay,1950,15,64,33.11,60.03,9.13,6.16,2.52,0.68,0.46,2.809,2.485,0.301,0.023,823,Latin America and the Caribbean
,1955,15,64,27.43,64.65,9.65,7.07,2.82,0.85,0.58,3.08,2.704,0.348,0.029,867,Latin America and the Caribbean
,1960,15,64,21.12,68.7,10.8,9.1,3.55,1.03,0.71,3.468,2.992,0.441,0.035,917,Latin America and the Caribbean
,1965,15,64,17.99,69.34,11.47,11.08,4.32,1.6,0.98,3.794,3.185,0.558,0.052,999,Latin America and the Caribbean
,1970,15,64,13.26,70.32,14.63,14.6,5.73,1.87,1.13,4.318,3.536,0.722,0.06,1170,Latin America and the Caribbean
,1975,15,64,10.52,68.37,17.96,18.36,6.57,2.75,1.52,4.855,3.856,0.913,0.085,1366,Latin America and the Caribbean
,1980,15,64,9.13,64.91,19.63,22.65,9.66,3.3,1.97,5.365,4.093,1.167,0.105,1661,Latin America and the Caribbean
,1985,15,64,7.19,62.13,22.58,25.22,10.9,5.46,2.81,5.958,4.382,1.411,0.165,1941,Latin America and the Caribbean
,1990,15,64,5.51,60.31,24.38,27.3,13.31,6.88,3.36,6.427,4.591,1.631,0.205,2290,Latin America and the Caribbean
,1995,15,64,5.84,65.19,34.59,21.83,12.26,7.14,3.74,6.4,4.731,1.451,0.218,2648,Latin America and the Caribbean
,2000,15,64,5.58,66.37,40.43,20.7,12.89,7.26,4.05,6.552,4.882,1.444,0.226,3108,Latin America and the Caribbean
,2005,15,64,2.72,43.33,22.9,50.47,32.84,3.43,1.95,8.034,5.221,2.705,0.108,3614,Latin America and the Caribbean
,2010,15,64,2.41,48,28.98,41.23,23.45,8.36,4.89,7.991,5.285,2.442,0.265,4151,Latin America and the Caribbean
,2015,15,64,2.19,42.53,27.81,41.24,27.76,14.05,9.69,8.814,5.427,2.913,0.475,4260,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peru,1950,15,64,40.86,47.09,16.07,10.16,5.06,1.89,1.38,2.913,2.182,0.665,0.066,4194,Latin America and the Caribbean
,1955,15,64,38.1,48.66,16.64,11.12,5.51,2.11,1.56,3.098,2.294,0.73,0.073,4708,Latin America and the Caribbean
,1960,15,64,35.24,49.94,17.4,12.46,6.23,2.32,1.7,3.319,2.422,0.816,0.08,5288,Latin America and the Caribbean
,1965,15,64,31.62,48.45,16.97,16.35,8.02,3.58,2.38,3.787,2.632,1.036,0.119,6004,Latin America and the Caribbean
,1970,15,64,25.99,48.02,17.05,21.39,9.77,4.61,3.19,4.474,3.069,1.249,0.156,6929,Latin America and the Caribbean
,1975,15,64,20.69,45.05,17.86,26.29,12.32,7.97,5.34,5.43,3.571,1.592,0.266,8069,Latin America and the Caribbean
,1980,15,64,16.39,41.33,16.75,31.92,13.11,10.39,7.19,6.203,3.977,1.875,0.352,9436,Latin America and the Caribbean
,1985,15,64,13.86,38.36,11.85,33.71,14.52,14.07,9.88,6.746,4.147,2.119,0.479,10965,Latin America and the Caribbean
,1990,15,64,12.61,34.94,9.21,32.99,17.83,19.45,14.02,7.389,4.304,2.415,0.669,12585,Latin America and the Caribbean
,1995,15,64,10.62,30.66,7.8,37.16,25.25,21.56,16.29,8.09,4.555,2.778,0.757,14147,Latin America and the Caribbean
,2000,15,64,7.73,25.38,11.23,39.08,24.15,27.82,21.42,9.046,5.016,3.046,0.985,15761,Latin America and the Caribbean
,2005,15,64,5.39,21.2,11.67,40.64,28.24,32.77,25.5,9.884,5.324,3.394,1.165,17485,Latin America and the Caribbean
,2010,15,64,3.24,28.06,17.64,51.12,40.09,17.58,13.56,9.278,5.46,3.195,0.623,19347,Latin America and the Caribbean
,2015,15,64,4.07,18.85,12.02,56.8,50.68,20.28,15.59,9.987,5.551,3.719,0.717,19681,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Trinidad and Tobago,1950,15,64,15.74,73.42,39.94,10.17,2.24,0.67,0.41,5.161,4.726,0.413,0.022,354,Latin America and the Caribbean
,1955,15,64,13.56,73.83,40.18,11.81,2.47,0.79,0.52,5.375,4.873,0.476,0.026,388,Latin America and the Caribbean
,1960,15,64,10.99,72.57,40.06,15.51,2.7,0.93,0.62,5.725,5.092,0.602,0.031,447,Latin America and the Caribbean
,1965,15,64,8.87,70.63,39.24,19.47,3.07,1.03,0.71,6.053,5.281,0.738,0.035,483,Latin America and the Caribbean
,1970,15,64,6.83,66.69,38.85,25.43,3.58,1.02,0.72,6.512,5.546,0.932,0.035,520,Latin America and the Caribbean
,1975,15,64,3.15,65.58,39.03,29.3,4.02,1.97,1.25,7.033,5.85,1.118,0.064,576,Latin America and the Caribbean
,1980,15,64,0.87,60.66,37.29,36.06,5.07,2.36,1.72,7.575,6.118,1.375,0.082,649,Latin America and the Caribbean
,1985,15,64,1.9,54.53,41.55,40.74,7.66,2.83,2,8.131,6.413,1.622,0.097,716,Latin America and the Caribbean
,1990,15,64,2.17,45.26,37.69,49.41,12.24,3.17,2.31,8.711,6.584,2.018,0.11,732,Latin America and the Caribbean
,1995,15,64,1.58,39.4,34.15,54.6,18.24,4.42,2.91,9.22,6.706,2.368,0.147,797,Latin America and the Caribbean
,2000,15,64,1.29,33.37,29.61,60.03,27.03,5.32,3.68,9.722,6.778,2.763,0.18,877,Latin America and the Caribbean
,2005,15,64,0.95,29.7,26.93,61.7,38.75,7.64,5.01,10.272,6.836,3.183,0.253,929,Latin America and the Caribbean
,2010,15,64,0.57,25.92,23.95,63.33,55.86,10.19,6.9,10.963,6.891,3.73,0.342,945,Latin America and the Caribbean
,2015,15,64,0.7,21.76,20.26,65.99,59.71,11.59,7.82,11.226,6.902,3.936,0.388,955,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Uruguay,1950,15,64,15.67,69.88,24.92,10.62,4.28,3.75,0.91,4.471,3.706,0.672,0.093,1431,Latin America and the Caribbean
,1955,15,64,12.79,70.05,25.09,12.92,5.01,4.16,1.02,4.77,3.879,0.788,0.104,1525,Latin America and the Caribbean
,1960,15,64,10.42,69.58,25.03,15.42,6.04,4.5,1.1,5.06,4.034,0.914,0.112,1625,Latin America and the Caribbean
,1965,15,64,7.95,68.18,25.19,18.95,7.51,4.84,1.15,5.433,4.229,1.085,0.12,1712,Latin America and the Caribbean
,1970,15,64,6.78,64.42,27.55,23.06,9.18,5.71,1.6,5.941,4.485,1.31,0.146,1775,Latin America and the Caribbean
,1975,15,64,5.34,60.5,28.39,27.26,10.78,6.87,2.2,6.45,4.715,1.554,0.181,1773,Latin America and the Caribbean
,1980,15,64,4.11,55.84,27.72,32.48,13.08,7.57,2.84,6.94,4.91,1.821,0.208,1824,Latin America and the Caribbean
,1985,15,64,3.64,49.68,26.39,37.81,13.56,8.85,3.66,7.405,5.082,2.072,0.25,1875,Latin America and the Caribbean
,1990,15,64,3.33,46.64,26.59,39.62,13.19,10.41,4.72,7.709,5.198,2.209,0.302,1940,Latin America and the Caribbean
,1995,15,64,2.58,43.87,26.19,41.63,14.84,11.91,5.83,8.078,5.315,2.409,0.355,2018,Latin America and the Caribbean
,2000,15,64,1.66,42.32,31.1,45.23,15.54,10.78,5.31,8.355,5.564,2.47,0.322,2080,Latin America and the Caribbean
,2005,15,64,0.67,42.31,34.44,48.61,18.51,8.4,4.4,8.498,5.724,2.518,0.256,2165,Latin America and the Caribbean
,2010,15,64,0.53,41.64,35.02,49.79,20.82,8.04,4.14,8.614,5.77,2.601,0.244,2258,Latin America and the Caribbean
,2015,15,64,0.32,40.56,35.51,47.24,18.62,11.88,9.38,8.943,5.829,2.689,0.425,2197,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Venezuela,1950,15,64,49.03,45.63,9.44,4.13,0.92,1.16,0.27,1.648,1.313,0.306,0.029,2784,Latin America and the Caribbean
,1955,15,64,44.88,48.42,17.29,5.43,1.51,1.27,0.54,2.009,1.582,0.391,0.036,3302,Latin America and the Caribbean
,1960,15,64,39.7,51.25,24.41,7.67,2.42,1.37,0.59,2.441,1.875,0.528,0.039,3924,Latin America and the Caribbean
,1965,15,64,37.76,47.92,16.22,12.21,3.92,2.11,0.79,2.75,1.856,0.836,0.058,4631,Latin America and the Caribbean
,1970,15,64,33.31,46.27,14.08,17.66,5.68,2.81,1.05,3.489,2.346,1.065,0.077,5514,Latin America and the Caribbean
,1975,15,64,24.16,45.96,12.46,24.8,8.26,5.08,1.74,4.506,2.932,1.438,0.136,6819,Latin America and the Caribbean
,1980,15,64,15.7,45.78,13.19,31.83,9.67,6.68,2.57,5.467,3.535,1.748,0.185,8463,Latin America and the Caribbean
,1985,15,64,16.25,50.44,15.61,23.85,7.21,9.45,2.72,5.331,3.578,1.51,0.243,9968,Latin America and the Caribbean
,1990,15,64,17.17,55.36,19.5,16.07,9.86,11.4,2.65,5.262,3.605,1.376,0.281,11501,Latin America and the Caribbean
,1995,15,64,13.24,54.06,32.27,20.95,8.38,11.74,2.8,6.114,4.296,1.527,0.291,13221,Latin America and the Caribbean
,2000,15,64,10.36,47.52,33.23,29.47,13.13,12.65,3,7.005,4.745,1.947,0.313,15079,Latin America and the Caribbean
,2005,15,64,7.81,41.24,30.7,36.27,19.71,14.69,3.24,7.8,5.075,2.366,0.359,17049,Latin America and the Caribbean
,2010,15,64,3.62,34.04,26.08,48.61,33.88,13.73,3.41,8.781,5.467,2.972,0.343,18874,Latin America and the Caribbean
,2015,15,64,2.11,21.84,16.3,46.45,28.55,29.6,17.92,10.209,5.707,3.551,0.95,19630,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Algeria,1950,15,64,81.12,17.1,3.65,1.48,0.5,0.3,0.18,0.834,0.729,0.095,0.01,4858,Middle East and North Africa
,1955,15,64,81.5,16.54,3.43,1.66,0.53,0.26,0.17,0.823,0.714,0.1,0.008,5302,Middle East and North Africa
,1960,15,64,82.5,14.29,3.16,2.88,1.02,0.33,0.19,0.896,0.716,0.169,0.01,5658,Middle East and North Africa
,1965,15,64,80.08,15,4.21,4.46,1.9,0.45,0.24,1.151,0.871,0.267,0.014,5982,Middle East and North Africa
,1970,15,64,72.02,20.25,6.06,7.25,3.87,0.38,0.18,1.69,1.247,0.432,0.011,6531,Middle East and North Africa
,1975,15,64,62.1,26.73,4.01,10.37,5.97,0.8,0.35,2.265,1.592,0.65,0.023,7723,Middle East and North Africa
,1980,15,64,52.94,31.2,4.2,14.22,8.4,1.64,0.72,2.996,2.013,0.935,0.047,9432,Middle East and North Africa
,1985,15,64,42.59,34.85,15.09,19.84,12,2.71,1.34,4.277,2.852,1.344,0.081,11350,Middle East and North Africa
,1990,15,64,35.43,36.97,16.55,23.66,14.89,3.93,2.04,5.05,3.262,1.669,0.12,13493,Middle East and North Africa
,1995,15,64,29.17,39.85,21.79,25.98,17.03,5,2.76,5.763,3.708,1.9,0.155,16015,Middle East and North Africa
,2000,15,64,24.11,45.43,27.43,23.8,16.24,6.66,3.72,6.056,4.013,1.835,0.208,18793,Middle East and North Africa
,2005,15,64,20.22,48.38,31.22,22,15.41,9.4,5.11,6.43,4.272,1.867,0.29,21620,Middle East and North Africa
,2010,15,64,17.17,45.75,28.37,24.63,17.55,12.44,6.74,7.001,4.448,2.169,0.384,24206,Middle East and North Africa
,2015,15,64,13.78,42.93,26.26,27.07,19.54,16.6,9.01,7.71,4.592,2.606,0.512,25994,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bahrain,1950,15,64,86.43,8.09,5.66,3.63,2.25,1.85,1.51,1.041,0.741,0.233,0.067,63,Middle East and North Africa
,1955,15,64,85.32,8.62,6.05,4.04,2.47,2.01,1.62,1.131,0.803,0.255,0.073,73,Middle East and North Africa
,1960,15,64,82.83,9.08,6.2,5.9,3.25,2.19,1.73,1.347,0.944,0.325,0.078,85,Middle East and North Africa
,1965,15,64,78.3,10.74,7.61,8.61,4.22,2.34,1.78,1.706,1.208,0.416,0.083,90,Middle East and North Africa
,1970,15,64,60.4,15.22,6.28,20.54,9.66,3.79,2.25,3.116,2.105,0.89,0.121,112,Middle East and North Africa
,1975,15,64,48.65,19.11,8.4,26.22,12.79,6.02,2.74,4.144,2.76,1.209,0.175,151,Middle East and North Africa
,1980,15,64,40.22,20.66,9.13,30.28,16.63,8.85,3.69,5.038,3.241,1.547,0.251,220,Middle East and North Africa
,1985,15,64,36.18,17.82,7.89,33.92,19.91,12.08,7.02,5.793,3.531,1.88,0.382,273,Middle East and North Africa
,1990,15,64,29.86,14.57,6.54,41.98,25.02,13.24,9.68,6.734,3.947,2.329,0.459,326,Middle East and North Africa
,1995,15,64,26.07,13.08,5.95,48.53,29.09,12.31,10.47,7.314,4.222,2.636,0.456,393,Middle East and North Africa
,2000,15,64,22.92,11.87,5.49,54.13,33.72,11.08,10.63,7.809,4.433,2.941,0.434,464,Middle East and North Africa
,2005,15,64,25.62,13.28,6.24,51.05,31.62,10.04,9.43,7.434,4.252,2.793,0.389,509,Middle East and North Africa
,2010,15,64,28.56,13.16,6.25,50.34,31.06,7.95,7.52,7.097,4.079,2.708,0.309,574,Middle East and North Africa
,2015,15,64,4.69,24.85,7.21,49.45,32.27,21.02,12.65,9.453,5.19,3.59,0.673,1052,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cyprus,1950,15,64,32.7,57.62,32.28,8.12,4.32,1.59,1.17,3.803,3.279,0.468,0.055,295,Middle East and North Africa
,1955,15,64,26.29,58.71,35.36,13.56,7.37,1.44,1.07,4.487,3.722,0.714,0.05,313,Middle East and North Africa
,1960,15,64,18.42,59.15,38.69,21.18,11.44,1.27,0.96,5.381,4.282,1.055,0.045,329,Middle East and North Africa
,1965,15,64,13.53,58.29,35.88,26.29,13.83,1.89,1.39,5.898,4.516,1.317,0.066,344,Middle East and North Africa
,1970,15,64,11.47,55.65,34.21,29.59,16.26,3.3,2.36,6.355,4.669,1.573,0.113,362,Middle East and North Africa
,1975,15,64,9.99,49.78,32.3,34.75,19.41,5.47,3.94,7.017,4.876,1.953,0.188,391,Middle East and North Africa
,1980,15,64,8.48,41.6,27.61,40.61,23.9,9.31,6.75,7.887,5.072,2.494,0.321,399,Middle East and North Africa
,1985,15,64,4.1,36.77,25.94,45.14,27.82,13.99,10.33,8.944,5.429,3.028,0.486,416,Middle East and North Africa
,1990,15,64,1.4,31.02,22.91,49.12,31.66,18.46,13.92,9.852,5.673,3.531,0.648,431,Middle East and North Africa
,1995,15,64,3.85,22.55,17.07,50.52,32.48,23.08,17.21,10.284,5.604,3.874,0.806,470,Middle East and North Africa
,2000,15,64,2.99,17.15,14.27,54.49,35.07,25.23,19.41,10.82,5.726,4.201,0.893,520,Middle East and North Africa
,2005,15,64,9.16,15.49,13.68,52.53,34.81,22.82,17.58,10.193,5.396,3.989,0.808,568,Middle East and North Africa
,2010,15,64,0.22,12.69,11.44,55.78,38.38,31.31,24.13,11.761,5.949,4.703,1.109,610,Middle East and North Africa
,2015,15,64,0.68,10.01,9.33,52.91,32.26,36.4,27.09,11.948,5.939,4.739,1.27,817,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Egypt,1950,15,64,92.86,3.93,1.43,2.11,0.79,1.11,0.64,0.542,0.353,0.153,0.035,12522,Middle East and North Africa
,1955,15,64,90.72,5.32,2.09,2.47,0.98,1.49,0.84,0.7,0.46,0.193,0.047,13850,Middle East and North Africa
,1960,15,64,88.57,6.84,2.88,2.78,1.16,1.81,1.04,0.851,0.567,0.227,0.057,15106,Middle East and North Africa
,1965,15,64,85.1,8.89,4.02,3.73,1.58,2.28,1.27,1.115,0.748,0.296,0.071,16511,Middle East and North Africa
,1970,15,64,81.11,11.32,5.51,4.82,2.05,2.74,1.52,1.415,0.959,0.371,0.085,19160,Middle East and North Africa
,1975,15,64,76.66,12.26,6.34,8.41,3.58,2.65,1.55,1.825,1.222,0.519,0.084,21584,Middle East and North Africa
,1980,15,64,66.33,14.66,7.57,15.23,6.39,3.77,2,2.798,1.807,0.875,0.115,23976,Middle East and North Africa
,1985,15,64,54.23,16.81,8.7,25.08,17.25,3.8,2.32,4.119,2.498,1.498,0.122,27009,Middle East and North Africa
,1990,15,64,50.27,13.23,7.19,31.67,21.95,4.82,2.96,4.856,2.802,1.898,0.156,30660,Middle East and North Africa
,1995,15,64,45.75,10.67,6.18,36.73,25.93,6.86,4.02,5.629,3.121,2.291,0.218,34949,Middle East and North Africa
,2000,15,64,40.86,8.36,5.23,40.87,29.39,9.91,5.68,6.469,3.455,2.703,0.312,40124,Middle East and North Africa
,2005,15,64,38.51,4.71,3.11,45.13,34.3,11.64,7.11,6.949,3.493,3.081,0.375,45651,Middle East and North Africa
,2010,15,64,36.37,4.79,3.26,44.38,34.78,14.47,8.35,7.233,3.534,3.243,0.456,50681,Middle East and North Africa
,2015,15,64,31.29,5.57,4.07,48.55,38.73,14.66,8.94,7.824,3.854,3.498,0.472,56929,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),1950,15,64,91.33,5.93,4.11,2.47,1.04,0.28,0.19,0.597,0.466,0.122,0.009,9399,Middle East and North Africa
,1955,15,64,89.9,6.39,4.52,3.36,1.36,0.3,0.25,0.718,0.547,0.159,0.011,10179,Middle East and North Africa
,1960,15,64,86.17,8.79,5.47,4.43,2.35,0.61,0.42,0.991,0.73,0.24,0.021,11275,Middle East and North Africa
,1965,15,64,79.41,11.97,6.81,7.8,3.52,0.86,0.64,1.504,1.083,0.391,0.03,12881,Middle East and North Africa
,1970,15,64,72.99,13.5,7.77,12.09,7.66,1.42,0.95,2.174,1.449,0.678,0.047,14924,Middle East and North Africa
,1975,15,64,66.59,14.55,8.35,16.65,11.5,2.21,1.5,2.87,1.819,0.977,0.074,17334,Middle East and North Africa
,1980,15,64,55.81,19.23,10.94,22.11,16.75,2.85,2.03,3.837,2.403,1.337,0.098,20442,Middle East and North Africa
,1985,15,64,44.99,23.97,13.57,27.22,21.67,3.78,2.75,4.657,2.833,1.694,0.131,25223,Middle East and North Africa
,1990,15,64,36.03,26.91,15.21,31.05,24.48,5.9,4.12,5.488,3.198,2.09,0.2,29345,Middle East and North Africa
,1995,15,64,25.66,28.31,15.95,37.07,29.99,8.88,6.34,6.694,3.661,2.728,0.304,33295,Middle East and North Africa
,2000,15,64,17.72,25.49,14.36,45.47,30.23,11.32,8.11,7.658,4.051,3.218,0.389,40044,Middle East and North Africa
,2005,15,64,13.87,20.01,11.29,52.3,33.12,13.78,9.76,8.488,4.261,3.757,0.471,46418,Middle East and North Africa
,2010,15,64,11.75,17.3,9.75,50.99,31.75,19.96,14.37,9.151,4.375,4.089,0.687,52231,Middle East and North Africa
,2015,15,64,10.73,17.42,9.81,41.65,15.51,30.2,22.28,9.363,4.491,3.822,1.05,55190,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Iraq,1950,15,64,97.22,0.85,0.33,1.3,0.44,0.63,0.36,0.25,0.151,0.079,0.02,2994,Middle East and North Africa
,1955,15,64,95.65,1.71,0.7,1.97,0.69,0.64,0.39,0.354,0.229,0.105,0.021,3318,Middle East and North Africa
,1960,15,64,93.03,3.36,1.42,2.7,0.92,0.92,0.48,0.533,0.36,0.145,0.028,3734,Middle East and North Africa
,1965,15,64,88.11,5.95,2.67,4.33,1.5,1.6,0.74,0.902,0.615,0.24,0.047,4176,Middle East and North Africa
,1970,15,64,79.31,11.19,5.47,7.21,2.5,2.3,1.02,1.531,1.07,0.395,0.066,5004,Middle East and North Africa
,1975,15,64,72.5,14.4,7.38,9.62,3.5,3.48,1.55,2.113,1.439,0.573,0.101,5881,Middle East and North Africa
,1980,15,64,64.46,15.82,8.4,15.18,5.6,4.55,2.12,2.915,1.91,0.872,0.133,7038,Middle East and North Africa
,1985,15,64,52.91,19.96,11.37,21.11,8.7,6.02,2.98,3.984,2.568,1.236,0.18,8325,Middle East and North Africa
,1990,15,64,42.06,25.98,15.75,24.34,10.99,7.63,3.87,4.902,3.17,1.502,0.23,9685,Middle East and North Africa
,1995,15,64,34.45,32.03,20.09,25.29,12.34,8.23,4.49,5.44,3.575,1.611,0.255,11550,Middle East and North Africa
,2000,15,64,27.68,32.53,20.65,29.43,14.33,10.36,5.58,6.227,3.983,1.925,0.319,13665,Middle East and North Africa
,2005,15,64,26.15,31.17,20.01,29.63,14.62,13.05,7,6.601,4.096,2.104,0.401,16192,Middle East and North Africa
,2010,15,64,21.59,28.17,18.11,33.4,16.88,16.84,8.93,7.434,4.403,2.516,0.515,18887,Middle East and North Africa
,2015,15,64,13.75,33.2,22.09,40.11,20.67,12.93,6.72,7.834,4.841,2.599,0.393,20485,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Israel,1950,15,64,18,44.32,41.04,29.01,18.91,8.67,5.24,7.434,4.822,2.335,0.278,811,Middle East and North Africa
,1955,15,64,16.87,43.83,38.21,30.37,19.62,8.93,5.33,7.534,4.819,2.429,0.285,1065,Middle East and North Africa
,1960,15,64,15.03,42.87,36.35,32.59,20.91,9.56,5.65,7.81,4.906,2.6,0.304,1249,Middle East and North Africa
,1965,15,64,13.43,39.99,34.39,34.71,21.72,11.87,6.78,8.27,5.026,2.871,0.373,1526,Middle East and North Africa
,1970,15,64,11.14,35.34,30.06,40.62,25.81,12.91,7.71,8.89,5.174,3.303,0.413,1744,Middle East and North Africa
,1975,15,64,8.51,29.37,25.33,43.59,27.69,18.53,10.57,9.822,5.369,3.872,0.582,1994,Middle East and North Africa
,1980,15,64,5.63,24.01,20.45,49.44,32.11,20.92,12.74,10.634,5.555,4.406,0.673,2190,Middle East and North Africa
,1985,15,64,4.83,24.76,21.51,45.72,30.66,24.7,14.7,10.878,5.613,4.477,0.788,2407,Middle East and North Africa
,1990,15,64,3.88,24.64,21.52,43.43,30.19,28.05,16.86,11.121,5.674,4.55,0.898,2691,Middle East and North Africa
,1995,15,64,3.63,24.44,21.38,39.41,28.36,32.52,19.4,11.549,5.975,4.536,1.038,3274,Middle East and North Africa
,2000,15,64,3.31,23.23,20.95,38.08,28.5,35.38,21.49,11.765,6.26,4.368,1.137,3761,Middle East and North Africa
,2005,15,64,1.74,23.6,21.81,41.11,32.25,33.54,21.7,11.908,6.604,4.199,1.105,4176,Middle East and North Africa
,2010,15,64,1.4,8.15,6.9,54.91,41.4,35.53,23.26,12.573,6.58,4.817,1.176,4578,Middle East and North Africa
,2015,15,64,1.94,5.54,4.81,54.44,40.86,38.14,25.17,12.689,6.533,4.889,1.266,4860,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Jordan,1950,15,64,80.24,11.28,6.4,7.86,2.55,0.61,0.44,1.409,1.039,0.349,0.021,233,Middle East and North Africa
,1955,15,64,74.66,13.9,8.03,10.76,3.56,0.68,0.48,1.837,1.344,0.47,0.023,335,Middle East and North Africa
,1960,15,64,65.93,17.96,11.33,15.26,5.11,0.85,0.69,2.537,1.845,0.662,0.031,462,Middle East and North Africa
,1965,15,64,58.12,21.35,12.38,18.8,6.07,1.73,1.11,3.151,2.244,0.85,0.057,570,Middle East and North Africa
,1970,15,64,53.49,22.83,13.84,20.55,7.15,3.13,1.77,3.638,2.521,1.019,0.098,828,Middle East and North Africa
,1975,15,64,48.78,23.49,14.53,22.28,7.82,5.45,2.7,4.198,2.805,1.23,0.163,968,Middle East and North Africa
,1980,15,64,44.84,20.92,16.55,28,9.55,6.26,3.06,4.868,3.18,1.502,0.186,1057,Middle East and North Africa
,1985,15,64,37.04,18.53,14.9,34.49,15.52,9.94,3.68,6.037,3.668,2.097,0.272,1335,Middle East and North Africa
,1990,15,64,28.08,18.67,13.88,43.9,23.68,9.35,3.84,7.023,4.171,2.588,0.264,1627,Middle East and North Africa
,1995,15,64,21.81,17.92,13.44,49.95,30.99,10.32,3.94,7.89,4.557,3.048,0.285,2422,Middle East and North Africa
,2000,15,64,16.37,15.27,11.36,56.98,33.83,11.38,3.98,8.716,4.901,3.508,0.307,2879,Middle East and North Africa
,2005,15,64,10.71,13.22,9.76,62.36,31.97,13.71,4.22,9.418,5.254,3.806,0.359,3400,Middle East and North Africa
,2010,15,64,4.8,12.72,9.73,68.96,28.2,13.51,3.93,9.922,5.622,3.951,0.349,3895,Middle East and North Africa
,2015,15,64,3.84,11.98,9.61,70.98,31.66,13.19,3.47,10.153,5.698,4.122,0.333,5585,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Kuwait,1950,15,64,65.48,26.63,6.58,5.46,3.22,2.43,1.32,1.597,0.98,0.542,0.075,94,Middle East and North Africa
,1955,15,64,59.86,29.8,7.46,7.24,4.28,3.1,1.74,1.964,1.159,0.709,0.097,120,Middle East and North Africa
,1960,15,64,53.59,31.64,9.33,11.04,6.13,3.73,2.11,2.512,1.41,0.985,0.117,174,Middle East and North Africa
,1965,15,64,47.61,34.12,11.17,14.23,7.56,4.04,2.3,2.958,1.637,1.195,0.127,282,Middle East and North Africa
,1970,15,64,43.42,33.39,9.93,19.6,9.39,3.55,2.16,3.35,1.792,1.444,0.114,408,Middle East and North Africa
,1975,15,64,57.51,12.53,6.15,24.96,11.09,5.02,3.04,3.577,1.573,1.844,0.161,545,Middle East and North Africa
,1980,15,64,49.59,10.37,5.03,32.35,15.13,7.72,4.65,4.674,1.91,2.517,0.247,803,Middle East and North Africa
,1985,15,64,44.17,8.8,3.1,35.99,18.91,11.02,6.73,5.551,2.118,3.078,0.355,1061,Middle East and North Africa
,1990,15,64,40.16,8.51,2.72,40.36,19.86,10.97,6.82,5.92,2.278,3.286,0.356,1331,Middle East and North Africa
,1995,15,64,38.68,7.28,1.76,43.12,21.16,10.92,7.12,6.148,2.342,3.445,0.361,1178,Middle East and North Africa
,2000,15,64,22.44,26.99,4.71,41.44,19.35,9.13,5.93,6.12,2.657,3.162,0.301,1617,Middle East and North Africa
,2005,15,64,5.86,46.6,9.79,40.59,17.45,6.94,4.59,6.137,3.029,2.877,0.231,1987,Middle East and North Africa
