Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,1970,15,64,52.86,18.31,7.95,24.11,12.17,4.61,3.22,3.746,2.511,1.078,0.157,63,Middle East and North Africa
,1975,15,64,42.97,22.04,10.28,28.28,14.4,6.71,3.36,4.603,3.069,1.333,0.201,88,Middle East and North Africa
,1980,15,64,35.71,24.49,11.44,30.43,17.41,9.37,4.18,5.336,3.466,1.599,0.271,138,Middle East and North Africa
,1985,15,64,32.7,21.15,9.89,34.34,20.18,11.81,7.12,5.961,3.7,1.883,0.379,171,Middle East and North Africa
,1990,15,64,27.94,16.83,7.97,42.1,24.76,12.82,9.51,6.775,4.039,2.289,0.446,201,Middle East and North Africa
,1995,15,64,24.55,14.74,7.09,48.86,28.55,11.85,10.14,7.316,4.297,2.579,0.44,240,Middle East and North Africa
,2000,15,64,22.05,13.09,6.41,53.94,32.4,10.92,10.51,7.765,4.477,2.859,0.429,281,Middle East and North Africa
,2005,15,64,24.63,15.68,7.82,50.12,29.67,9.57,9.17,7.316,4.287,2.655,0.375,305,Middle East and North Africa
,2010,15,64,28.29,16.04,8.07,48.32,28.83,7.35,7.19,6.881,4.063,2.527,0.291,338,Middle East and North Africa
,2015,15,64,4.12,24.71,7.63,50.24,34.82,20.93,11.99,9.581,5.241,3.682,0.658,682,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cyprus,1950,15,64,16.3,70.38,47.46,11.16,6.39,2.2,1.79,5.075,4.336,0.658,0.08,143,Middle East and North Africa
,1955,15,64,13.04,66.72,47.71,18.05,10.06,2.19,1.9,5.703,4.647,0.974,0.082,150,Middle East and North Africa
,1960,15,64,8.45,62.19,45.51,27.35,15.18,2.04,1.68,6.468,4.995,1.399,0.075,160,Middle East and North Africa
,1965,15,64,5.77,58.79,41.41,32.61,17.47,2.83,2.27,6.907,5.133,1.672,0.102,165,Middle East and North Africa
,1970,15,64,6.24,54.67,38.19,34.72,19.46,4.37,3.35,7.173,5.131,1.888,0.154,180,Middle East and North Africa
,1975,15,64,6.34,48.15,34.59,38.61,21.88,6.91,5.27,7.685,5.213,2.229,0.244,193,Middle East and North Africa
,1980,15,64,6.01,39.55,28.65,43.62,25.71,10.82,8.27,8.424,5.313,2.729,0.382,200,Middle East and North Africa
,1985,15,64,2.58,33.52,25.83,48.05,29.68,15.84,12.32,9.461,5.614,3.283,0.563,208,Middle East and North Africa
,1990,15,64,0.75,27.48,21.97,52.4,33.81,19.36,15.75,10.24,5.79,3.748,0.702,216,Middle East and North Africa
,1995,15,64,2.9,20.41,16.19,53.42,34.26,23.27,18.59,10.563,5.699,4.027,0.837,237,Middle East and North Africa
,2000,15,64,1.95,16.06,13.85,57.35,36.9,24.5,20.25,11.001,5.808,4.298,0.895,256,Middle East and North Africa
,2005,15,64,3.98,17.04,15.09,56.67,37.02,22.3,18.53,10.668,5.702,4.149,0.817,276,Middle East and North Africa
,2010,15,64,0.16,11.98,10.93,58.95,40.53,28.91,23.9,11.735,5.959,4.719,1.056,299,Middle East and North Africa
,2015,15,64,0.72,10.23,9.62,56.56,35.2,32.49,25.93,11.809,5.938,4.702,1.168,413,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Egypt,1950,15,64,88.15,6.25,2.31,3.52,1.32,2.08,1.28,0.929,0.593,0.27,0.067,6197,Middle East and North Africa
,1955,15,64,85.39,7.96,3.15,3.95,1.59,2.7,1.64,1.147,0.732,0.328,0.087,6887,Middle East and North Africa
,1960,15,64,82.61,9.9,4.2,4.27,1.83,3.21,1.97,1.352,0.872,0.376,0.104,7558,Middle East and North Africa
,1965,15,64,78.4,12.28,5.6,5.52,2.39,3.8,2.28,1.683,1.095,0.466,0.122,8286,Middle East and North Africa
,1970,15,64,73.7,14.91,7.27,7,3.05,4.39,2.61,2.054,1.349,0.565,0.14,9637,Middle East and North Africa
,1975,15,64,68.43,16.15,8.39,11.3,4.96,4.07,2.54,2.522,1.658,0.732,0.132,10825,Middle East and North Africa
,1980,15,64,54.9,19.27,10,19.96,8.6,5.88,3.16,3.818,2.428,1.209,0.181,11977,Middle East and North Africa
,1985,15,64,40.64,21.58,11.19,31.8,22.02,5.88,3.68,5.403,3.244,1.968,0.191,13542,Middle East and North Africa
,1990,15,64,37.76,17.24,9.36,38.2,26.73,6.8,4.28,6.076,3.498,2.356,0.222,15390,Middle East and North Africa
,1995,15,64,35.75,12.35,6.98,43.05,30.52,8.85,5.31,6.716,3.694,2.738,0.283,17538,Middle East and North Africa
,2000,15,64,32.08,9.68,5.93,46.15,33.46,12.09,7.04,7.459,3.962,3.114,0.383,20131,Middle East and North Africa
,2005,15,64,31.28,5.37,3.48,49.78,37.92,13.58,8.44,7.799,3.913,3.446,0.44,22871,Middle East and North Africa
,2010,15,64,27.85,4.43,2.52,47.4,37.17,20.32,11.23,8.4,4.013,3.756,0.631,25338,Middle East and North Africa
,2015,15,64,21.42,5.85,4.14,51.99,41.98,20.74,12.62,9.133,4.403,4.064,0.667,28766,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),1950,15,64,86.96,9.01,5.79,3.55,1.58,0.49,0.32,0.886,0.686,0.183,0.016,4780,Middle East and North Africa
,1955,15,64,84.99,9.47,6.2,4.91,2.07,0.55,0.39,1.059,0.798,0.242,0.019,5160,Middle East and North Africa
,1960,15,64,80.12,12.9,7.73,5.96,3.37,1.01,0.65,1.411,1.037,0.341,0.033,5716,Middle East and North Africa
,1965,15,64,71.38,16.73,8.93,10.63,4.94,1.35,1.05,2.084,1.488,0.548,0.048,6535,Middle East and North Africa
,1970,15,64,63.97,17.3,9.39,16.6,10.89,2.13,1.25,2.945,1.925,0.953,0.068,7592,Middle East and North Africa
,1975,15,64,57.93,17.28,9.3,21.65,15.5,3.13,1.84,3.687,2.285,1.303,0.1,8831,Middle East and North Africa
,1980,15,64,45.8,22.35,11.75,27.85,21.98,3.99,2.6,4.8,2.934,1.735,0.132,10435,Middle East and North Africa
,1985,15,64,35.24,26.22,13.56,33.29,27.64,5.19,3.58,5.647,3.332,2.139,0.175,12963,Middle East and North Africa
,1990,15,64,27.31,27.61,13.65,37.02,29.76,7.93,5.08,6.447,3.632,2.555,0.26,15019,Middle East and North Africa
,1995,15,64,18.32,28.07,13.15,42.18,34.04,11.33,7.61,7.544,4.009,3.156,0.379,16838,Middle East and North Africa
,2000,15,64,12.39,24.85,11.06,49.98,32.4,12.77,9.4,8.233,4.277,3.512,0.443,20200,Middle East and North Africa
,2005,15,64,8.75,18.64,7.65,57.35,35.53,15.16,10.65,9.075,4.48,4.079,0.516,23442,Middle East and North Africa
,2010,15,64,9.38,17.12,6.18,52.85,30.94,20.65,14.89,9.278,4.416,4.151,0.711,26422,Middle East and North Africa
,2015,15,64,8.52,16.25,5.16,45.34,16.97,29.88,22.75,9.53,4.523,3.954,1.053,27673,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Iraq,1950,15,64,95.53,1.3,0.5,2.07,0.7,1.1,0.67,0.411,0.244,0.131,0.036,1493,Middle East and North Africa
,1955,15,64,93.1,2.61,1.08,3.12,1.11,1.08,0.72,0.569,0.363,0.17,0.036,1655,Middle East and North Africa
,1960,15,64,89,5.24,2.24,4.28,1.49,1.48,0.84,0.849,0.57,0.232,0.046,1864,Middle East and North Africa
,1965,15,64,81.75,9.11,4.12,6.72,2.37,2.43,1.21,1.389,0.946,0.37,0.073,2087,Middle East and North Africa
,1970,15,64,69.65,16.21,7.95,10.65,3.76,3.49,1.63,2.264,1.573,0.589,0.102,2511,Middle East and North Africa
,1975,15,64,60.58,20.44,10.5,14.11,5.24,4.87,2.28,3.037,2.067,0.827,0.143,2961,Middle East and North Africa
,1980,15,64,50.24,21.98,11.67,21.57,8.08,6.21,2.92,4.084,2.676,1.225,0.183,3553,Middle East and North Africa
,1985,15,64,37.55,25.25,14.15,29.35,12.09,7.86,3.94,5.335,3.414,1.685,0.236,4207,Middle East and North Africa
,1990,15,64,30.25,27.03,15.8,33.07,14.88,9.65,4.9,6.133,3.848,1.994,0.291,4902,Middle East and North Africa
,1995,15,64,23.83,32.08,19.55,33.8,16.39,10.29,5.56,6.616,4.194,2.105,0.317,5854,Middle East and North Africa
,2000,15,64,17.36,31.65,19.58,37.75,18.35,13.24,6.94,7.464,4.597,2.464,0.404,6923,Middle East and North Africa
,2005,15,64,16.71,30.67,19.31,36.11,17.9,16.5,8.66,7.761,4.656,2.601,0.503,8203,Middle East and North Africa
,2010,15,64,12.82,29.53,16.61,36.92,18.61,20.73,10.81,8.379,4.843,2.905,0.631,9564,Middle East and North Africa
,2015,15,64,9.3,28.95,18.68,44.31,23.38,17.44,8.73,8.735,5.134,3.077,0.524,10302,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Israel,1950,15,64,11.86,46.01,41.84,31.09,19.67,11.04,8.02,8.15,5.163,2.606,0.381,420,Middle East and North Africa
,1955,15,64,10.62,46.52,41.34,31.68,20.12,11.18,8.01,8.245,5.208,2.654,0.384,539,Middle East and North Africa
,1960,15,64,9.15,45.13,38.97,34.52,21.71,11.31,8.02,8.484,5.273,2.824,0.387,633,Middle East and North Africa
,1965,15,64,8.33,41.85,36.35,36.29,22.33,13.53,9.07,8.856,5.335,3.069,0.452,767,Middle East and North Africa
,1970,15,64,7.15,36.44,31.46,42.6,26.49,13.9,9.74,9.372,5.427,3.472,0.473,870,Middle East and North Africa
,1975,15,64,5.29,29.73,26.01,45.29,28.15,19.68,12.75,10.254,5.571,4.034,0.649,989,Middle East and North Africa
,1980,15,64,2.72,24.12,20.95,51.52,32.44,21.59,14.98,11.016,5.739,4.546,0.731,1087,Middle East and North Africa
,1985,15,64,2.71,25.92,22.91,46.36,30.33,25,16.16,11.084,5.747,4.514,0.823,1194,Middle East and North Africa
,1990,15,64,2.62,26.22,23.3,43.42,29.36,27.74,17.27,11.161,5.755,4.506,0.9,1337,Middle East and North Africa
,1995,15,64,2.75,26.15,23.2,39.61,27.55,31.49,19.42,11.506,6.038,4.449,1.018,1618,Middle East and North Africa
,2000,15,64,2.62,25.2,23.14,38.86,28.15,33.31,20.86,11.657,6.326,4.248,1.083,1865,Middle East and North Africa
,2005,15,64,1.26,25.9,24.35,42.09,31.93,30.76,20.57,11.741,6.664,4.05,1.027,2079,Middle East and North Africa
,2010,15,64,0.97,8.33,7.19,58.75,43.03,31.95,21.51,12.455,6.627,4.758,1.069,2286,Middle East and North Africa
,2015,15,64,1.44,5.91,5.37,58.21,43.78,34.43,23.65,12.596,6.571,4.862,1.162,2421,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Jordan,1950,15,64,69.63,18.15,8.92,11.18,4.33,1.04,0.76,2.109,1.545,0.528,0.036,118,Middle East and North Africa
,1955,15,64,61.4,21.6,10.94,15.87,6.05,1.14,0.83,2.762,1.997,0.726,0.039,170,Middle East and North Africa
,1960,15,64,50.24,25.86,15.49,22.55,8.06,1.37,1.12,3.725,2.675,1,0.05,237,Middle East and North Africa
,1965,15,64,41.61,28.26,16.08,27.39,8.96,2.74,1.89,4.486,3.138,1.255,0.093,294,Middle East and North Africa
,1970,15,64,38.67,27.67,16.98,28.86,10.7,4.79,3.1,4.991,3.359,1.474,0.158,429,Middle East and North Africa
,1975,15,64,35.59,26.63,17.12,29.83,11.29,7.96,4.89,5.547,3.579,1.711,0.257,499,Middle East and North Africa
,1980,15,64,33.51,24.35,20.96,33.6,11.95,8.58,5.86,6.06,3.89,1.881,0.289,546,Middle East and North Africa
,1985,15,64,28.68,20.79,18.14,37.48,17.28,13.05,6.61,7.019,4.2,2.426,0.393,694,Middle East and North Africa
,1990,15,64,21.39,17.59,12.87,49.31,24.97,11.71,6.66,7.873,4.575,2.931,0.368,857,Middle East and North Africa
,1995,15,64,18.01,12.75,8.98,56.62,33.3,12.62,6.58,8.645,4.806,3.455,0.384,1287,Middle East and North Africa
,2000,15,64,13.18,11.96,8.83,61.03,35.1,13.83,6.6,9.347,5.116,3.823,0.409,1520,Middle East and North Africa
,2005,15,64,8.18,11.43,8.59,64.5,31.5,15.89,6.77,9.869,5.424,3.992,0.453,1786,Middle East and North Africa
,2010,15,64,2.45,12.85,10.24,69.81,25.67,14.9,6.18,10.196,5.775,3.999,0.422,2036,Middle East and North Africa
,2015,15,64,2.13,12.32,10.34,71.86,27.85,13.69,5.2,10.288,5.813,4.098,0.378,2838,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Kuwait,1950,15,64,54.63,35.13,7.82,6.78,3.88,3.45,1.93,2.079,1.268,0.703,0.108,61,Middle East and North Africa
,1955,15,64,48.71,38.28,8.51,8.72,4.98,4.3,2.5,2.483,1.456,0.891,0.136,78,Middle East and North Africa
,1960,15,64,44.6,38.43,9.97,12.24,6.62,4.72,2.77,2.929,1.647,1.133,0.15,120,Middle East and North Africa
,1965,15,64,39.19,40.69,11.51,15.13,7.91,5,2.95,3.329,1.849,1.321,0.159,190,Middle East and North Africa
,1970,15,64,35.06,40.31,9.94,20.11,9.36,4.46,2.87,3.67,1.988,1.536,0.147,249,Middle East and North Africa
,1975,15,64,54.52,13.76,6.62,25.37,11.16,6.38,4.03,3.858,1.678,1.972,0.208,316,Middle East and North Africa
,1980,15,64,49.06,10.88,5.41,31.25,14.62,8.85,5.46,4.758,1.93,2.542,0.286,499,Middle East and North Africa
,1985,15,64,45.6,9.15,3.35,33.42,17.5,11.81,7.4,5.425,2.059,2.981,0.384,641,Middle East and North Africa
,1990,15,64,40.56,9.16,3.07,38.77,19.01,11.5,7.36,5.865,2.256,3.232,0.377,804,Middle East and North Africa
,1995,15,64,38.09,7.81,1.85,42.73,20.86,11.37,7.49,6.188,2.357,3.453,0.377,755,Middle East and North Africa
,2000,15,64,21.84,28.74,4.76,41.03,18.7,8.39,5.65,5.988,2.647,3.061,0.281,1040,Middle East and North Africa
,2005,15,64,5.03,50.45,9.52,39.06,15.88,5.46,3.7,5.797,2.98,2.634,0.183,1252,Middle East and North Africa
,2010,15,64,4.74,47.83,9.97,41.82,16.95,5.61,3.82,6.042,3.053,2.8,0.189,1387,Middle East and North Africa
,2015,15,64,3.73,43.63,10.2,41.13,11.3,11.51,6.01,6.607,3.246,3.011,0.35,1787,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Libyan Arab Jamahiriya,1950,15,64,73.78,25.49,0.94,0.62,0.25,0.11,0.07,0.873,0.837,0.033,0.004,281,Middle East and North Africa
,1955,15,64,69.93,28.41,2.57,1.44,0.32,0.21,0.12,1.101,1.029,0.066,0.007,299,Middle East and North Africa
,1960,15,64,66.61,30.28,3.25,2.8,0.44,0.31,0.17,1.317,1.192,0.115,0.01,362,Middle East and North Africa
,1965,15,64,58.1,36.62,9.53,4.92,1.01,0.34,0.2,1.909,1.7,0.198,0.011,452,Middle East and North Africa
,1970,15,64,44.91,46.41,16.14,7.44,1.67,1.23,0.61,2.781,2.397,0.347,0.037,556,Middle East and North Africa
,1975,15,64,35.45,49.92,19.18,13.03,3.62,1.63,0.93,3.6,2.952,0.597,0.051,694,Middle East and North Africa
,1980,15,64,32.29,44.24,22.41,22.23,7.86,1.24,0.67,4.423,3.407,0.977,0.038,852,Middle East and North Africa
,1985,15,64,26.89,43.03,25.89,29.25,13.7,0.82,0.43,5.235,3.872,1.338,0.025,1058,Middle East and North Africa
,1990,15,64,21.2,43.08,29.56,33.33,15.26,2.39,0.92,5.99,4.322,1.601,0.066,1249,Middle East and North Africa
,1995,15,64,18.93,41.67,31.28,35.31,16.19,4.1,1.71,6.46,4.553,1.791,0.116,1477,Middle East and North Africa
,2000,15,64,18.07,41.86,34.2,29.32,13.74,10.75,4.18,6.922,4.686,1.937,0.299,1760,Middle East and North Africa
,2005,15,64,18.19,40.25,34.54,26.55,12.56,15.01,6.77,7.248,4.738,2.074,0.436,1994,Middle East and North Africa
,2010,15,64,18.18,38.36,34.16,24.39,11.41,19.08,9.33,7.57,4.783,2.219,0.568,2175,Middle East and North Africa
,2015,15,64,17.2,37.17,34.99,20.08,9.26,25.54,12.99,8.085,4.902,2.412,0.771,2172,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Malta,1950,15,64,45.09,36.16,7.91,13.46,6.51,5.4,4.83,3.839,2.453,1.181,0.205,91,Middle East and North Africa
,1955,15,64,36.83,41.54,9.98,16.71,9.18,4.92,4.38,4.393,2.843,1.363,0.186,84,Middle East and North Africa
,1960,15,64,27.16,47.16,11.48,21.11,12.09,4.57,3.85,5.085,3.3,1.617,0.168,83,Middle East and North Africa
,1965,15,64,21.62,46.99,12.04,25.89,15.07,5.46,4.04,5.82,3.652,1.978,0.19,78,Middle East and North Africa
,1970,15,64,21.38,42.2,23.64,29.75,17.4,6.67,5.15,6.699,4.16,2.302,0.236,92,Middle East and North Africa
,1975,15,64,20.95,35.58,24.67,35.76,21.19,7.71,6.33,7.449,4.416,2.752,0.281,95,Middle East and North Africa
,1980,15,64,20.64,27.7,21.24,43.65,25.97,8.01,6.78,8.126,4.568,3.263,0.296,105,Middle East and North Africa
,1985,15,64,16.17,25.37,21.41,50.4,32.64,8.06,6.98,8.949,4.911,3.737,0.301,112,Middle East and North Africa
,1990,15,64,13.13,21.32,18.8,56.72,38.01,8.83,7.79,9.684,5.137,4.214,0.332,117,Middle East and North Africa
,1995,15,64,10.27,18.17,16.34,62.36,45.65,9.2,8.28,10.354,5.329,4.675,0.35,127,Middle East and North Africa
,2000,15,64,5.48,19.53,18.28,63.66,35.23,11.32,10.06,10.741,5.633,4.68,0.427,135,Middle East and North Africa
,2005,15,64,2.4,18.66,17.93,67.38,19.88,11.62,10.37,10.857,5.837,4.58,0.44,140,Middle East and North Africa
,2010,15,64,2.26,14.49,13.69,69.79,20.07,13.45,11.94,11.18,5.84,4.833,0.508,143,Middle East and North Africa
,2015,15,64,2.24,8.98,8.18,70.95,27.19,17.82,14.98,11.792,5.841,5.295,0.656,149,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Morocco,1950,15,64,95.02,2.25,0.72,2.61,1.03,0.12,0.03,0.358,0.211,0.144,0.003,2359,Middle East and North Africa
,1955,15,64,93.16,2.74,0.91,3.93,1.44,0.17,0.03,0.513,0.296,0.212,0.004,2665,Middle East and North Africa
,1960,15,64,91.36,3.65,1.25,4.22,1.81,0.77,0.09,0.666,0.372,0.277,0.017,3051,Middle East and North Africa
,1965,15,64,87.17,4.45,1.54,7.49,2.8,0.89,0.16,1.036,0.569,0.446,0.021,3315,Middle East and North Africa
,1970,15,64,80.37,8.24,3.16,9.93,3.84,1.47,0.22,1.503,0.854,0.615,0.034,3594,Middle East and North Africa
,1975,15,64,72.75,13.52,6.16,11.12,4.19,2.61,0.4,1.992,1.178,0.753,0.06,4179,Middle East and North Africa
,1980,15,64,66.36,16.78,8.6,12.43,4.92,4.43,0.57,2.532,1.477,0.955,0.1,5071,Middle East and North Africa
,1985,15,64,59.14,20.35,11.7,13.98,5.67,6.53,3.03,3.205,1.827,1.187,0.191,5909,Middle East and North Africa
,1990,15,64,51.47,24.46,16.26,15.65,6.66,8.43,4.15,3.889,2.222,1.416,0.252,6864,Middle East and North Africa
,1995,15,64,45.12,26.93,20.91,18,7.93,9.96,5.18,4.551,2.594,1.655,0.303,7861,Middle East and North Africa
,2000,15,64,40.25,29,24,20.16,9.52,10.59,5.89,5.025,2.862,1.833,0.33,8989,Middle East and North Africa
,2005,15,64,34.91,31.87,27.69,21.61,10.62,11.62,6.58,5.51,3.15,1.996,0.364,10020,Middle East and North Africa
,2010,15,64,29.76,33.65,30.12,23.86,12.17,12.72,7.36,6.065,3.531,2.133,0.402,11041,Middle East and North Africa
,2015,15,64,25.17,33.15,29.87,22.93,11.81,18.75,9.7,6.88,3.894,2.417,0.569,11226,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Qatar,1950,15,64,75.7,6.28,0.55,12.55,6.8,5.49,3.31,2.374,1.288,0.91,0.176,6.7,Middle East and North Africa
,1955,15,64,73.64,6.36,0.69,12.45,5.93,7.57,4.37,2.656,1.412,1.005,0.239,10.8,Middle East and North Africa
,1960,15,64,67.9,8.29,2.6,14.94,6.82,8.86,5.27,3.222,1.755,1.184,0.283,14.4,Middle East and North Africa
,1965,15,64,62.35,9.78,3.87,18.05,8.23,9.82,5.68,3.769,2.081,1.378,0.31,29.9,Middle East and North Africa
,1970,15,64,59.75,9.94,4.37,18.8,9.22,11.51,6.7,4.143,2.248,1.531,0.364,49.9,Middle East and North Africa
,1975,15,64,55.31,11.45,5.37,21.76,10.55,11.48,6.7,4.522,2.499,1.658,0.364,83,Middle East and North Africa
,1980,15,64,52.29,12.6,4.96,23.7,11.55,11.41,6.74,4.739,2.634,1.742,0.363,106,Middle East and North Africa
,1985,15,64,48.85,13.57,5.46,26.75,13.25,10.9,7.07,5.044,2.83,1.854,0.359,190,Middle East and North Africa
,1990,15,64,45.87,13.91,6.26,28.72,14.52,11.51,7.51,5.386,3.019,1.987,0.38,244,Middle East and North Africa
,1995,15,64,40.78,14.87,6.77,32.18,16.33,12.18,7.72,5.894,3.31,2.186,0.398,270,Middle East and North Africa
,2000,15,64,37.68,14.65,6.84,34.24,17.71,13.43,8.85,6.315,3.505,2.364,0.446,303,Middle East and North Africa
,2005,15,64,33.91,11.52,5.45,39.22,21.23,15.35,10.19,7.028,3.783,2.734,0.511,450,Middle East and North Africa
,2010,15,64,3.27,45.92,21.78,37.57,22.25,13.24,8.91,8.112,5.08,2.589,0.443,477,Middle East and North Africa
,2015,15,64,1.43,32.4,20.56,52.53,22.09,13.64,8.85,9.066,5.559,3.057,0.45,1757,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Saudi Arabia,1950,15,64,47.88,34.71,18.84,11.42,5.66,5.99,3.7,3.716,2.651,0.871,0.194,891,Middle East and North Africa
,1955,15,64,45.33,35.45,20.55,12.61,6.89,6.61,4.15,4.031,2.833,0.982,0.215,986,Middle East and North Africa
,1960,15,64,42.87,35.67,21.44,14,8.01,7.45,4.57,4.349,3.001,1.108,0.241,1103,Middle East and North Africa
,1965,15,64,38.26,37.78,23,15.96,8.77,7.99,4.92,4.741,3.261,1.221,0.258,1299,Middle East and North Africa
,1970,15,64,37.35,36.22,21.77,17.98,9.45,8.46,5.18,4.929,3.326,1.33,0.273,1569,Middle East and North Africa
,1975,15,64,34.26,35.06,20.74,21.04,10.7,9.65,5.52,5.349,3.515,1.531,0.303,2067,Middle East and North Africa
,1980,15,64,30.77,34.23,19.87,24.23,12.1,10.77,5.99,5.794,3.723,1.736,0.335,2909,Middle East and North Africa
,1985,15,64,21.55,38.99,22.85,27.86,13.54,11.59,6.82,6.529,4.223,1.938,0.368,4219,Middle East and North Africa
,1990,15,64,19.69,37.01,21.39,31.05,14.83,12.24,7.36,6.853,4.35,2.111,0.392,5487,Middle East and North Africa
,1995,15,64,17.77,34.93,20.12,34.51,16.05,12.78,7.84,7.186,4.489,2.284,0.413,6317,Middle East and North Africa
,2000,15,64,13.1,33.38,19.82,40.44,18.51,13.09,8.11,7.785,4.808,2.553,0.424,7060,Middle East and North Africa
,2005,15,64,10.01,30.14,18.51,48.23,23.05,11.62,7.56,8.27,5.051,2.836,0.384,8214,Middle East and North Africa
,2010,15,64,17.33,15.1,10.15,55.48,30.98,12.09,7.93,8.532,4.812,3.319,0.4,9457,Middle East and North Africa
,2015,15,64,1.97,23.09,14.07,48.47,27.81,26.47,18.27,10.383,5.611,3.877,0.895,13379,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Syrian Arab Republic,1950,15,64,57.22,40.06,4.53,2.03,0.31,0.7,0.43,1.413,1.251,0.139,0.023,975,Middle East and North Africa
,1955,15,64,54.34,41.62,5.34,3.27,0.22,0.78,0.49,1.593,1.376,0.192,0.025,1068,Middle East and North Africa
,1960,15,64,50.24,43.5,10.58,5.6,0.98,0.67,0.46,1.988,1.665,0.3,0.023,1184,Middle East and North Africa
,1965,15,64,45.07,44.56,11.69,8.56,1.72,1.82,0.92,2.5,1.925,0.521,0.055,1347,Middle East and North Africa
,1970,15,64,36.03,48.03,14.62,14.33,3.91,1.64,1.08,3.319,2.507,0.758,0.054,1584,Middle East and North Africa
,1975,15,64,26.4,51.42,16.6,19.28,5.93,2.9,1.5,4.215,3.106,1.021,0.088,1842,Middle East and North Africa
,1980,15,64,18.62,54.47,14.82,22.13,5.82,4.78,2.24,4.82,3.482,1.198,0.14,2152,Middle East and North Africa
,1985,15,64,11.17,57.38,15.11,25.87,5.98,5.57,3.02,5.414,3.896,1.347,0.172,2585,Middle East and North Africa
,1990,15,64,7.34,61.18,16.61,25.43,6.63,6.05,3.45,5.654,4.096,1.369,0.19,3146,Middle East and North Africa
,1995,15,64,5.41,67.61,18.19,21.01,5.88,5.97,3.58,5.486,4.098,1.197,0.191,3875,Middle East and North Africa
,2000,15,64,5.03,72.69,20.68,17.37,4.49,4.91,3.27,5.209,4.071,0.975,0.164,4777,Middle East and North Africa
,2005,15,64,6.29,59.17,39.16,28.89,8.67,5.65,3.51,6.646,4.98,1.483,0.183,5731,Middle East and North Africa
,2010,15,64,6.16,47.87,38.33,40.43,20.28,5.55,3.66,7.672,5.324,2.164,0.184,6640,Middle East and North Africa
,2015,15,64,5.59,45.58,39.52,38.53,19.02,10.3,4.9,8.131,5.483,2.345,0.304,5691,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tunisia,1950,15,64,84.76,9.57,3.49,4.85,2.35,0.82,0.51,1.055,0.732,0.297,0.027,984,Middle East and North Africa
,1955,15,64,81.44,11.71,4.47,5.91,3.1,0.94,0.6,1.294,0.896,0.367,0.031,1045,Middle East and North Africa
,1960,15,64,78.49,13.46,5.37,7.01,3.35,1.04,0.65,1.499,1.048,0.417,0.034,1112,Middle East and North Africa
,1965,15,64,71.85,16.82,7.21,9.88,4.68,1.42,0.82,2.026,1.398,0.583,0.045,1167,Middle East and North Africa
